name,salary_from,salary_to,salary_currency,area_name,published_at
Инженер по гарантии,50000.0,,RUR,Екатеринбург,2022-12-12T07:16:12+0300
"Начальник отдела охраны труда, промышленной безопасности и БДД (Сахалинская область)",150000.0,,RUR,Хабаровск,2022-12-12T07:28:32+0300
Менеджер по управлению проектами,,,,Владивосток,2022-12-12T03:44:01+0300
Механик,36000.0,36000.0,RUR,Искитим,2022-12-12T07:46:11+0300
Токарь (подработка),13000.0,,RUR,Гусь-Хрустальный,2022-12-12T07:59:59+0300
Механик Участка технологического транспорта и спецтехники,50000.0,,RUR,Дальнереченск,2022-12-12T05:55:45+0300
Руководитель технического отдела,,,,Саратов,2022-12-12T07:34:15+0300
Электромонтер диспетчерского оборудования и телеавтоматики 5-6 разряда Службы эксплуатации СДТУ,31000.0,37000.0,RUR,Томск,2022-12-12T04:31:11+0300
Механик по ремонту транспортных средств – водитель снегоболотохода,,,,Красноярск,2022-12-12T05:41:28+0300
Фрезеровщик,,,,Павлодар,2022-12-12T06:50:38+0300
Системный аналитик 1С (Middle),80000.0,,RUR,Владивосток,2022-12-12T03:30:04+0300
Главный специалист по телекоммуникационным сервисам,,,,Москва,2022-12-12T00:04:12+0300
Оператор-наладчик,120000.0,150000.0,KZT,Алматы,2022-12-12T06:42:50+0300
Программист 1C,80000.0,140000.0,RUR,Красноярск,2022-12-12T05:14:32+0300
Оператор станков с ЧПУ,45000.0,50000.0,RUR,Томск,2022-12-12T05:00:04+0300
Механик по ремонту оборудования,40000.0,,RUR,Новокузнецк,2022-12-12T07:28:48+0300
Технический архитектор BI,,,,Москва,2022-12-12T07:54:50+0300
Инженер-программист АСУ ТП,,120000.0,RUR,Екатеринбург,2022-12-12T07:08:40+0300
Middle/Senior Flutter разработчик (мобильные приложения),,,,Алматы,2022-12-12T07:33:35+0300
Механик Участка технологического транспорта и спецтехники,50000.0,,RUR,Владивосток,2022-12-12T05:55:45+0300
Электромеханик по средствам автоматики и приборам технологического оборудования,80000.0,,RUR,Норильск,2022-12-12T07:17:19+0300
Мастер по обслуживанию абонентов (Ярославль),35000.0,,RUR,Ярославль,2022-12-12T06:43:57+0300
IOS-developer,,,,Новосибирск,2022-12-12T07:37:20+0300
Механик Участка технологического транспорта и спецтехники,50000.0,,RUR,Лучегорск,2022-12-12T05:55:45+0300
Механик Участка технологического транспорта и спецтехники,50000.0,,RUR,Хабаровск,2022-12-12T05:55:45+0300
Токарь-расточник,,,,Барнаул,2022-12-12T03:58:04+0300
Архитектор инфраструктуры,,,,Пермь,2022-12-12T06:57:23+0300
Архитектор систем управления производством,,,,Пермь,2022-12-12T06:57:23+0300
Главный механик нефтепромыслового оборудования,,,,Альметьевск,2022-12-12T07:50:54+0300
"Мастер-механик (организация ремонта промоборудования, ГПМ, станков)",,245000.0,KZT,Павлодар,2022-12-12T06:47:53+0300
Мастер-механик,,,,Павлодар,2022-12-12T06:47:50+0300
Менеджер проектов,,,,Владивосток,2022-12-12T03:44:00+0300
Team Lead Java,,,,Алматы,2022-12-12T07:23:35+0300
Механик Участка технологического транспорта и спецтехники,50000.0,,RUR,Врангель,2022-12-12T05:55:45+0300
Инженер-электромеханик,1241.0,1241.0,BYR,Орша,2022-12-12T07:45:05+0300
Программист 1С (IT аккредитация),80000.0,175000.0,RUR,Новокузнецк,2022-12-12T06:13:35+0300
QA Performance,,,,Санкт-Петербург,2022-12-12T05:51:52+0300
Backend-Тимлид в UGC,,,,Нижний Новгород,2022-12-12T07:37:14+0300
Программист 1С,,,,Бишкек,2022-12-12T07:26:53+0300
Механик Участка технологического транспорта и спецтехники,50000.0,,RUR,Лесозаводск,2022-12-12T05:55:45+0300
Инженер - системотехник (Старший системный администратор),,,,Хабаровск,2022-12-12T05:57:21+0300
Механик Участка технологического транспорта и спецтехники,50000.0,,RUR,Бикин,2022-12-12T05:55:45+0300
Программист 1С,,,,Новосибирск,2022-12-12T07:45:45+0300
Ведущий системный администратор,,,,Пермь,2022-12-12T06:57:24+0300
Начальник ремонтно-механической мастерской,78518.0,78518.0,RUR,Нижневартовск,2022-12-12T07:37:29+0300
Контролёр торговых представителей,25000.0,,RUR,Орск,2022-12-12T04:59:47+0300
Backend-Тимлид в UGC,,,,Санкт-Петербург,2022-12-12T07:37:14+0300
Backend-Тимлид в UGC,,,,Казань,2022-12-12T07:37:14+0300
Токарь,,,,Ванино,2022-12-12T04:19:19+0300
Инженер по гарантии в ДЦ KIA JAC,250000.0,250000.0,KZT,Астана,2022-12-12T06:47:02+0300
Фрезеровщик,65000.0,70000.0,RUR,Екатеринбург,2022-12-12T06:35:58+0300
QA Performance,,,,Новосибирск,2022-12-12T05:50:45+0300
Специалист поддержки системы MES,,,,Казань,2022-12-12T07:45:36+0300
"Токарь (5-6 разряд, Инструментальный участок)",40000.0,,RUR,Пермь,2022-12-12T07:31:13+0300
Программист 1С (IT аккредитация),80000.0,175000.0,RUR,Томск,2022-12-12T06:13:39+0300
Менеджер по продлению договоров и сопровождению клиентов,55000.0,,RUR,Красноярск,2022-12-12T03:35:46+0300
Системный аналитик (Middle),80000.0,,RUR,Владивосток,2022-12-12T03:44:00+0300
Программист 1С (IT аккредитация),80000.0,175000.0,RUR,Новосибирск,2022-12-12T06:13:32+0300
"Механик по ремонту, наладке и обслуживанию станков по производству мебели",210000.0,270000.0,KZT,Рудный,2022-12-12T06:01:02+0300
Backend-Тимлид в UGC,,,,Екатеринбург,2022-12-12T07:37:14+0300
Инженер-программист 1С,,,,Новосибирск,2022-12-12T04:23:22+0300
C# Developer (Senior),,,,Москва,2022-12-12T07:35:18+0300
Механик,40000.0,,RUR,Октябрьский (Республика Башкортостан),2022-12-12T06:46:07+0300
Наладчик станков с числовым программным управлением,,,,Павлодар,2022-12-12T06:49:03+0300
Backend-Тимлид в UGC,,,,Новосибирск,2022-12-12T07:37:14+0300
Программист 1С (IT аккредитация),80000.0,175000.0,RUR,Красноярск,2022-12-12T06:13:29+0300
Токарь 5 разряда РСП (ТЭЦ-3) АО НТЭК,,85000.0,RUR,Норильск,2022-12-12T06:02:41+0300
"Токарь-расточник, 5 разряда",65000.0,,RUR,Екатеринбург,2022-12-12T07:30:18+0300
Ведущий разработчик 1С,190000.0,,RUR,Владивосток,2022-12-12T03:44:00+0300
Разработчик 1С,140000.0,,RUR,Владивосток,2022-12-12T03:44:00+0300
Администратор систем унифицированных коммуникаций,,,,Новосибирск,2022-12-12T05:08:04+0300
Middle C++ Developer (Gameplay),,,,Алматы,2022-12-12T07:54:22+0300
Инженер по формированию аттестационно - разрешительной документации,,,,Красноярск,2022-12-12T07:52:07+0300
Механик по ремонту бурового оборудования – водитель снегоболотохода,,,,Красноярск,2022-12-12T06:08:24+0300
Инженер-механик оборудования BAADER,,,,Владивосток,2022-12-12T02:34:55+0300
Senior Devops/SRE,,,,Санкт-Петербург,2022-12-12T06:06:58+0300
Python Junior разработчик,40000.0,50000.0,RUR,Санкт-Петербург,2022-12-12T15:09:35+0300
Стажер - Графический дизайнер,,,,Москва,2022-12-12T15:45:09+0300
Frontend-разработчик,,,,Санкт-Петербург,2022-12-12T12:29:30+0300
Web-программист,30000.0,,RUR,Курган,2022-12-12T13:27:56+0300
"Копирайтер, удаленно",,,,Астана,2022-12-12T12:38:13+0300
Дизайнер интерьеров,500.0,1000.0,USD,Ташкент,2022-12-12T08:47:58+0300
"Technical remote support engineer (2 line support, IT ServiceDesk Team)",,115000.0,RUR,Москва,2022-12-12T11:13:51+0300
Специалист по тестированию (Тестировщик),25000.0,25000.0,RUR,Казань,2022-12-12T09:27:40+0300
Дизайнер для социальных сетей (удалённо),,60000.0,RUR,Москва,2022-12-12T11:29:51+0300
"Тестировщик / QA (web, python)",75000.0,,RUR,Екатеринбург,2022-12-12T15:23:00+0300
Менеджер проектов,,,,Москва,2022-12-12T14:59:55+0300
Junior Manual QA engineer,,,,Пермь,2022-12-12T09:55:48+0300
Project manager / Руководитель IT проектов (направление спорт),,,,Москва,2022-12-12T09:50:21+0300
Java-разработчик (middle/senior),,,,Москва,2022-12-12T11:22:33+0300
Системный администратор,,,,Ташкент,2022-12-12T08:00:59+0300
Веб-Программист Junior/Middle,,,,Ростов-на-Дону,2022-12-12T09:32:01+0300
Разработчик Qlik Sense,,,,Москва,2022-12-12T13:44:30+0300
Менеджер проекта / Junior Project manager,40000.0,,RUR,Санкт-Петербург,2022-12-12T14:10:35+0300
Front-end разработчик,,,,Москва,2022-12-12T10:59:22+0300
